Datetime,BTC-USD,ETH-USD
2024-06-29 13:02:00+00:00,60961.203125,3388.735107421875
2024-06-29 13:03:00+00:00,60975.9921875,3389.322265625
2024-06-29 13:04:00+00:00,60962.5546875,3388.092041015625
2024-06-29 13:05:00+00:00,60954.68359375,3387.9052734375
2024-06-29 13:06:00+00:00,60937.609375,3387.013671875
2024-06-29 13:07:00+00:00,60928.41015625,3386.373291015625
2024-06-29 13:08:00+00:00,60932.01171875,3386.296875
2024-06-29 13:09:00+00:00,60935.0625,3386.41162109375
2024-06-29 13:12:00+00:00,60946.484375,3387.208984375
2024-06-29 13:15:00+00:00,60939.71875,3387.029541015625
2024-06-29 13:18:00+00:00,60957.12890625,3387.869873046875
2024-06-29 13:19:00+00:00,60984.8359375,3389.579345703125
2024-06-29 13:20:00+00:00,60972.6640625,3388.832763671875
2024-06-29 13:21:00+00:00,60964.92578125,3387.93212890625
2024-06-29 13:24:00+00:00,60951.73046875,3387.71484375
2024-06-29 13:25:00+00:00,60960.45703125,3388.005859375
2024-06-29 13:26:00+00:00,60962.2578125,3388.063232421875
2024-06-29 13:27:00+00:00,60954.1953125,3387.516845703125
2024-06-29 13:28:00+00:00,60950.07421875,3387.291259765625
2024-06-29 13:29:00+00:00,60944.9453125,3387.064453125
2024-06-29 13:30:00+00:00,60954.73828125,3387.439453125
2024-06-29 13:36:00+00:00,61026.73828125,3391.79833984375
2024-06-29 13:39:00+00:00,61016.23828125,3391.027099609375
2024-06-29 13:40:00+00:00,61045.6953125,3392.52392578125
2024-06-29 13:41:00+00:00,61040.8046875,3392.243408203125
2024-06-29 13:42:00+00:00,61066.6796875,3392.99658203125
2024-06-29 13:43:00+00:00,61052.171875,3392.5390625
2024-06-29 13:44:00+00:00,61043.98046875,3392.620849609375
2024-06-29 13:45:00+00:00,61047.09765625,3392.86962890625
2024-06-29 13:48:00+00:00,61048.51953125,3392.82275390625
2024-06-29 13:51:00+00:00,61020.47265625,3390.834716796875
2024-06-29 13:54:00+00:00,61003.05859375,3388.436767578125
2024-06-29 13:56:00+00:00,60998.2734375,3387.650634765625
2024-06-29 13:57:00+00:00,61009.53515625,3388.267578125
2024-06-29 14:00:00+00:00,61002.91015625,3388.345947265625
2024-06-29 14:01:00+00:00,61014.3046875,3388.287109375
2024-06-29 14:02:00+00:00,60999.7578125,3387.20703125
2024-06-29 14:03:00+00:00,60970.359375,3385.6884765625
2024-06-29 14:04:00+00:00,60990.9453125,3386.18212890625
2024-06-29 14:05:00+00:00,61016.41015625,3387.521484375
2024-06-29 14:06:00+00:00,61036.69140625,3389.126708984375
2024-06-29 14:07:00+00:00,61012.97265625,3387.787109375
2024-06-29 14:08:00+00:00,61027.23046875,3388.5576171875
2024-06-29 14:09:00+00:00,61039.58203125,3389.43798828125
2024-06-29 14:12:00+00:00,61038.4296875,3388.1865234375
2024-06-29 14:15:00+00:00,61012.59765625,3386.159912109375
2024-06-29 14:18:00+00:00,60968.26171875,3384.1650390625
2024-06-29 14:19:00+00:00,60958.12109375,3383.507568359375
2024-06-29 14:20:00+00:00,60975.41015625,3384.03759765625
2024-06-29 14:21:00+00:00,60956.80859375,3381.67333984375
2024-06-29 14:26:00+00:00,60904.78515625,3379.703857421875
2024-06-29 14:27:00+00:00,60884.26953125,3378.688720703125
2024-06-29 14:28:00+00:00,60894.6015625,3380.1376953125
2024-06-29 14:29:00+00:00,60903.6796875,3380.618896484375
2024-06-29 14:30:00+00:00,60913.31640625,3380.63525390625
2024-06-29 14:33:00+00:00,60918.28125,3381.358642578125
2024-06-29 14:36:00+00:00,60885.1484375,3379.84130859375
2024-06-29 14:39:00+00:00,60908.453125,3380.7587890625
2024-06-29 14:42:00+00:00,60888.078125,3380.27880859375
2024-06-29 14:43:00+00:00,60868.84765625,3379.227294921875
2024-06-29 14:44:00+00:00,60884.71875,3379.73095703125
2024-06-29 14:45:00+00:00,60885.60546875,3379.6181640625
2024-06-29 14:48:00+00:00,60888.6953125,3379.699462890625
2024-06-29 14:51:00+00:00,60893.01953125,3381.172607421875
2024-06-29 14:52:00+00:00,60901.8125,3381.80419921875
2024-06-29 14:53:00+00:00,60900.80859375,3381.7666015625
2024-06-29 14:54:00+00:00,60900.43359375,3381.52197265625
2024-06-29 14:55:00+00:00,60927.4609375,3383.356201171875
2024-06-29 14:56:00+00:00,60900.32421875,3381.677734375
2024-06-29 14:57:00+00:00,60913.3671875,3382.448486328125
2024-06-29 15:00:00+00:00,60911.2734375,3382.490966796875
2024-06-29 15:02:00+00:00,60930.76171875,3383.224365234375
2024-06-29 15:03:00+00:00,60947.41015625,3383.719970703125
2024-06-29 15:04:00+00:00,60932.32421875,3383.103271484375
2024-06-29 15:05:00+00:00,60923.97265625,3383.064453125
2024-06-29 15:06:00+00:00,60922.56640625,3382.744873046875
2024-06-29 15:07:00+00:00,60916.421875,3382.328125
2024-06-29 15:08:00+00:00,60901.82421875,3381.6748046875
2024-06-29 15:09:00+00:00,60880.40234375,3380.1533203125
2024-06-29 15:12:00+00:00,60878.984375,3378.5078125
2024-06-29 15:15:00+00:00,60893.8046875,3380.23681640625
2024-06-29 15:16:00+00:00,60885.69140625,3379.80517578125
2024-06-29 15:19:00+00:00,60867.28515625,3379.286865234375
2024-06-29 15:20:00+00:00,60874.34765625,3379.78125
2024-06-29 15:21:00+00:00,60879.23828125,3380.068359375
2024-06-29 15:24:00+00:00,60884.9375,3380.929931640625
2024-06-29 15:27:00+00:00,60909.0859375,3381.971923828125
2024-06-29 15:28:00+00:00,60883.4765625,3380.904052734375
2024-06-29 15:31:00+00:00,60881.87890625,3380.80908203125
2024-06-29 15:32:00+00:00,60901.0546875,3381.87548828125
2024-06-29 15:33:00+00:00,60916.375,3382.634033203125
2024-06-29 15:36:00+00:00,60910.3515625,3383.893310546875
2024-06-29 15:39:00+00:00,60896.77734375,3383.900390625
2024-06-29 15:40:00+00:00,60897.6171875,3383.582763671875
2024-06-29 15:41:00+00:00,60880.4375,3382.795166015625
2024-06-29 15:42:00+00:00,60893.47265625,3383.49365234375
2024-06-29 15:44:00+00:00,60905.29296875,3384.387451171875
2024-06-29 15:45:00+00:00,60922.76953125,3385.6884765625
2024-06-29 15:48:00+00:00,60957.75,3388.27880859375
2024-06-29 15:51:00+00:00,60965.09375,3388.04248046875
2024-06-29 15:52:00+00:00,60956.609375,3387.54296875
2024-06-29 15:53:00+00:00,60965.93359375,3387.927734375
2024-06-29 15:54:00+00:00,60970.5234375,3388.389404296875
2024-06-29 15:56:00+00:00,60966.5078125,3387.943603515625
2024-06-29 15:57:00+00:00,60972.20703125,3388.1142578125
2024-06-29 16:00:00+00:00,61001.765625,3389.271484375
2024-06-29 16:03:00+00:00,60994.19140625,3388.762451171875
2024-06-29 16:05:00+00:00,60990.1171875,3388.762451171875
2024-06-29 16:06:00+00:00,60979.0234375,3388.372802734375
2024-06-29 16:09:00+00:00,60967.203125,3387.475830078125
2024-06-29 16:12:00+00:00,60963.8125,3386.83935546875
2024-06-29 16:14:00+00:00,60952.05859375,3386.012451171875
2024-06-29 16:15:00+00:00,60931.4921875,3384.6884765625
2024-06-29 16:16:00+00:00,60902.984375,3384.181884765625
2024-06-29 16:17:00+00:00,60867.75390625,3381.96240234375
2024-06-29 16:18:00+00:00,60866.51171875,3381.850341796875
2024-06-29 16:20:00+00:00,60865.1953125,3381.78466796875
2024-06-29 16:21:00+00:00,60849.56640625,3381.085693359375
2024-06-29 16:24:00+00:00,60877.546875,3382.033447265625
2024-06-29 16:27:00+00:00,60890.49609375,3383.01220703125
2024-06-29 16:29:00+00:00,60883.203125,3382.820556640625
2024-06-29 16:30:00+00:00,60888.56640625,3382.83203125
2024-06-29 16:32:00+00:00,60885.41015625,3381.47119140625
2024-06-29 16:33:00+00:00,60889.171875,3381.847412109375
2024-06-29 16:36:00+00:00,60877.97265625,3380.603515625
2024-06-29 16:39:00+00:00,60895.828125,3381.42822265625
2024-06-29 16:40:00+00:00,60896.58984375,3381.634033203125
2024-06-29 16:41:00+00:00,60886.7421875,3381.01953125
2024-06-29 16:42:00+00:00,60886.68359375,3380.88525390625
2024-06-29 16:44:00+00:00,60888.1171875,3381.169677734375
2024-06-29 16:45:00+00:00,60883.82421875,3380.97705078125
2024-06-29 16:48:00+00:00,60880.2265625,3380.338623046875
2024-06-29 16:51:00+00:00,60868.09765625,3379.344970703125
2024-06-29 16:53:00+00:00,60870.23828125,3379.185546875
2024-06-29 16:54:00+00:00,60872.44921875,3378.762939453125
2024-06-29 16:55:00+00:00,60883.4453125,3379.61572265625
2024-06-29 16:56:00+00:00,60885.9765625,3379.75732421875
2024-06-29 16:57:00+00:00,60886.10546875,3379.986328125
2024-06-29 17:00:00+00:00,60901.03515625,3380.83447265625
2024-06-29 17:03:00+00:00,60870.38671875,3379.047607421875
2024-06-29 17:04:00+00:00,60873.28125,3379.212890625
2024-06-29 17:05:00+00:00,60880.78125,3379.174560546875
2024-06-29 17:06:00+00:00,60891.46484375,3379.981201171875
2024-06-29 17:07:00+00:00,60884.65625,3379.557373046875
2024-06-29 17:08:00+00:00,60890.8515625,3379.9970703125
2024-06-29 17:09:00+00:00,60870.953125,3378.433837890625
2024-06-29 17:12:00+00:00,60861.28515625,3377.6181640625
2024-06-29 17:14:00+00:00,60862.4609375,3378.145751953125
2024-06-29 17:15:00+00:00,60884.31640625,3378.934814453125
2024-06-29 17:17:00+00:00,60885.859375,3379.552001953125
2024-06-29 17:18:00+00:00,60866.0234375,3378.448974609375
2024-06-29 17:19:00+00:00,60869.3359375,3378.237060546875
2024-06-29 17:20:00+00:00,60861.9765625,3378.0546875
2024-06-29 17:21:00+00:00,60863.69921875,3378.173095703125
2024-06-29 17:24:00+00:00,60876.15625,3378.969970703125
2024-06-29 17:27:00+00:00,60892.6875,3379.89013671875
2024-06-29 17:28:00+00:00,60896.48046875,3380.13818359375
2024-06-29 17:29:00+00:00,60896.57421875,3380.448486328125
2024-06-29 17:30:00+00:00,60906.515625,3380.8505859375
2024-06-29 17:31:00+00:00,60898.3203125,3380.7353515625
2024-06-29 17:32:00+00:00,60889.890625,3380.662353515625
2024-06-29 17:33:00+00:00,60893.03515625,3380.770263671875
2024-06-29 17:36:00+00:00,60887.40234375,3380.79736328125
2024-06-29 17:39:00+00:00,60887.80078125,3381.56298828125
2024-06-29 17:42:00+00:00,60895.9296875,3381.943359375
2024-06-29 17:44:00+00:00,60913.265625,3383.64501953125
2024-06-29 17:45:00+00:00,60907.7421875,3383.311767578125
2024-06-29 17:48:00+00:00,60906.6328125,3383.70263671875
2024-06-29 17:51:00+00:00,60886.109375,3382.700927734375
2024-06-29 17:52:00+00:00,60901.671875,3383.04345703125
2024-06-29 17:53:00+00:00,60897.63671875,3383.0029296875
2024-06-29 17:54:00+00:00,60926.40625,3384.392822265625
2024-06-29 17:56:00+00:00,60945.57421875,3384.60009765625
2024-06-29 17:57:00+00:00,60954.546875,3385.03173828125
2024-06-29 18:00:00+00:00,60938.67578125,3384.247314453125
2024-06-29 18:03:00+00:00,60926.66015625,3382.575439453125
2024-06-29 18:05:00+00:00,60923.9296875,3381.8984375
2024-06-29 18:06:00+00:00,60923.15234375,3381.960205078125
2024-06-29 18:08:00+00:00,60941.5546875,3382.75732421875
2024-06-29 18:09:00+00:00,60954.41015625,3383.6787109375
2024-06-29 18:12:00+00:00,60947.046875,3383.15576171875
2024-06-29 18:15:00+00:00,60942.82421875,3382.602294921875
2024-06-29 18:17:00+00:00,60951.73046875,3383.157470703125
2024-06-29 18:18:00+00:00,60938.59375,3382.847900390625
2024-06-29 18:19:00+00:00,60938.73046875,3382.790283203125
2024-06-29 18:20:00+00:00,60915.79296875,3381.36865234375
2024-06-29 18:21:00+00:00,60916.19921875,3380.230712890625
2024-06-29 18:24:00+00:00,60914.69921875,3380.60400390625
2024-06-29 18:27:00+00:00,60915.453125,3380.446533203125
2024-06-29 18:29:00+00:00,60912.2109375,3380.5390625
2024-06-29 18:30:00+00:00,60910.30078125,3380.415771484375
2024-06-29 18:31:00+00:00,60929.01953125,3381.5078125
2024-06-29 18:32:00+00:00,60916.02734375,3381.391357421875
2024-06-29 18:33:00+00:00,60905.44140625,3380.525146484375
2024-06-29 18:36:00+00:00,60909.78125,3380.435791015625
2024-06-29 18:39:00+00:00,60906.61328125,3380.02685546875
2024-06-29 18:40:00+00:00,60903.91015625,3380.0576171875
2024-06-29 18:42:00+00:00,60903.734375,3379.80908203125
2024-06-29 18:44:00+00:00,60913.1953125,3379.697998046875
2024-06-29 18:45:00+00:00,60916.1015625,3379.9365234375
2024-06-29 18:48:00+00:00,60910.6484375,3379.821044921875
2024-06-29 18:51:00+00:00,60906.015625,3379.731201171875
2024-06-29 18:52:00+00:00,60898.97265625,3379.33251953125
2024-06-29 18:53:00+00:00,60901.11328125,3379.6982421875
2024-06-29 18:54:00+00:00,60900.33984375,3379.660888671875
2024-06-29 18:56:00+00:00,60906.33203125,3379.6572265625
2024-06-29 18:57:00+00:00,60952.3984375,3382.474609375
2024-06-29 19:00:00+00:00,60957.875,3384.30810546875
2024-06-29 19:03:00+00:00,60932.96484375,3382.689208984375
2024-06-29 19:04:00+00:00,60948.6953125,3383.7734375
2024-06-29 19:05:00+00:00,60947.7890625,3383.353271484375
2024-06-29 19:06:00+00:00,60949.65625,3383.548095703125
2024-06-29 19:09:00+00:00,60941.625,3382.826904296875
2024-06-29 19:12:00+00:00,60984.328125,3385.69873046875
2024-06-29 19:14:00+00:00,60963.81640625,3383.75341796875
2024-06-29 19:15:00+00:00,60968.8828125,3384.587890625
2024-06-29 19:16:00+00:00,60957.625,3385.160400390625
2024-06-29 19:17:00+00:00,60947.890625,3384.953125
2024-06-29 19:18:00+00:00,60941.05078125,3384.572021484375
2024-06-29 19:19:00+00:00,60940.80859375,3384.85302734375
2024-06-29 19:20:00+00:00,60941.3828125,3384.940673828125
2024-06-29 19:23:00+00:00,60955.6875,3385.138916015625
2024-06-29 19:24:00+00:00,60949.9140625,3384.536376953125
2024-06-29 19:27:00+00:00,60936.86328125,3383.969970703125
2024-06-29 19:29:00+00:00,60941.34765625,3383.24462890625
2024-06-29 19:30:00+00:00,60944.296875,3383.26025390625
2024-06-29 19:32:00+00:00,60891.90234375,3379.342041015625
2024-06-29 19:33:00+00:00,60903.0625,3379.257080078125
2024-06-29 19:36:00+00:00,60846.1328125,3374.232177734375
2024-06-29 19:39:00+00:00,60886.57421875,3376.735595703125
2024-06-29 19:40:00+00:00,60908.00390625,3377.904052734375
2024-06-29 19:41:00+00:00,60907.875,3378.017333984375
2024-06-29 19:42:00+00:00,60905.8671875,3378.096435546875
2024-06-29 19:43:00+00:00,60935.4765625,3379.59326171875
2024-06-29 19:44:00+00:00,60935.25,3379.694091796875
2024-06-29 19:45:00+00:00,60943.94921875,3380.09326171875
2024-06-29 19:48:00+00:00,60921.92578125,3379.01611328125
2024-06-29 19:51:00+00:00,60939.16796875,3380.0625
2024-06-29 19:52:00+00:00,60942.203125,3379.836181640625
2024-06-29 19:53:00+00:00,60955.23046875,3381.212158203125
2024-06-29 19:54:00+00:00,60953.5234375,3381.150634765625
2024-06-29 19:56:00+00:00,60954.31640625,3380.921875
2024-06-29 19:57:00+00:00,60953.375,3380.87255859375
2024-06-29 20:00:00+00:00,60950.89453125,3381.291259765625
2024-06-29 20:03:00+00:00,60910.1484375,3378.197265625
2024-06-29 20:05:00+00:00,60911.13671875,3378.040771484375
2024-06-29 20:06:00+00:00,60953.40234375,3380.224853515625
2024-06-29 20:08:00+00:00,60969.6953125,3381.64111328125
2024-06-29 20:09:00+00:00,60964.4375,3381.40673828125
2024-06-29 20:12:00+00:00,60959.47265625,3381.8828125
2024-06-29 20:13:00+00:00,60949.30078125,3381.709716796875
2024-06-29 20:14:00+00:00,60946.4765625,3381.27490234375
2024-06-29 20:15:00+00:00,60950.64453125,3381.511962890625
2024-06-29 20:19:00+00:00,60949.24609375,3381.371337890625
2024-06-29 20:20:00+00:00,60941.29296875,3380.758544921875
2024-06-29 20:21:00+00:00,60940.92578125,3381.112060546875
2024-06-29 20:24:00+00:00,60959.9921875,3382.83251953125
2024-06-29 20:27:00+00:00,60970.33984375,3383.05029296875
2024-06-29 20:29:00+00:00,60962.7265625,3382.19775390625
2024-06-29 20:30:00+00:00,60958.90625,3381.65234375
2024-06-29 20:31:00+00:00,60955.453125,3381.4248046875
2024-06-29 20:32:00+00:00,60953.19140625,3380.958740234375
2024-06-29 20:33:00+00:00,60952.66015625,3381.06298828125
2024-06-29 20:36:00+00:00,60927.73046875,3379.396240234375
2024-06-29 20:39:00+00:00,60945.3828125,3380.0966796875
2024-06-29 20:41:00+00:00,60949.015625,3380.583251953125
2024-06-29 20:42:00+00:00,60935.24609375,3379.5263671875
2024-06-29 20:44:00+00:00,60912.15625,3378.132568359375
2024-06-29 20:45:00+00:00,60897.9609375,3377.3056640625
2024-06-29 20:48:00+00:00,60891.8359375,3375.031005859375
2024-06-29 20:51:00+00:00,60894.15234375,3375.62060546875
2024-06-29 20:52:00+00:00,60912.171875,3376.75732421875
2024-06-29 20:53:00+00:00,60933.09765625,3377.8125
2024-06-29 20:54:00+00:00,60931.54296875,3377.628173828125
2024-06-29 20:55:00+00:00,60921.609375,3376.97705078125
2024-06-29 20:56:00+00:00,60918.85546875,3376.768798828125
2024-06-29 20:57:00+00:00,60951.2734375,3379.116455078125
2024-06-29 21:00:00+00:00,60945.23828125,3378.5576171875
2024-06-29 21:03:00+00:00,60927.484375,3377.83984375
2024-06-29 21:04:00+00:00,60920.921875,3377.5673828125
2024-06-29 21:05:00+00:00,60910.58984375,3377.236083984375
2024-06-29 21:06:00+00:00,60911.0546875,3377.625732421875
2024-06-29 21:08:00+00:00,60897.83203125,3376.54345703125
2024-06-29 21:09:00+00:00,60886.62890625,3375.92578125
2024-06-29 21:12:00+00:00,60889.0546875,3375.6455078125
2024-06-29 21:14:00+00:00,60888.43359375,3376.245361328125
2024-06-29 21:15:00+00:00,60889.9609375,3377.128662109375
2024-06-29 21:17:00+00:00,60852.25,3373.047119140625
2024-06-29 21:18:00+00:00,60869.359375,3373.626220703125
2024-06-29 21:19:00+00:00,60868.20703125,3373.30322265625
2024-06-29 21:20:00+00:00,60873.05859375,3373.4189453125
2024-06-29 21:21:00+00:00,60867.74609375,3373.279052734375
2024-06-29 21:24:00+00:00,60946.37109375,3377.999267578125
2024-06-29 21:27:00+00:00,60986.5078125,3381.700927734375
2024-06-29 21:28:00+00:00,60969.33984375,3381.103515625
2024-06-29 21:29:00+00:00,60966.43359375,3380.556884765625
2024-06-29 21:30:00+00:00,60955.01953125,3379.80810546875
2024-06-29 21:32:00+00:00,60938.33984375,3378.222412109375
2024-06-29 21:33:00+00:00,60934.19921875,3377.28857421875
2024-06-29 21:36:00+00:00,60954.00390625,3378.81787109375
2024-06-29 21:39:00+00:00,60950.49609375,3378.92138671875
2024-06-29 21:41:00+00:00,60947.48828125,3379.328125
2024-06-29 21:42:00+00:00,60950.16796875,3379.55126953125
2024-06-29 21:44:00+00:00,60943.73046875,3379.670654296875
2024-06-29 21:45:00+00:00,60935.84765625,3379.832763671875
2024-06-29 21:48:00+00:00,60930.32421875,3379.2021484375
2024-06-29 21:51:00+00:00,60948.08984375,3379.58740234375
2024-06-29 21:53:00+00:00,60944.15234375,3380.952392578125
2024-06-29 21:54:00+00:00,60943.40234375,3381.2216796875
2024-06-29 21:55:00+00:00,60940.57421875,3381.76025390625
2024-06-29 21:56:00+00:00,60938.51953125,3381.570068359375
2024-06-29 21:57:00+00:00,60933.546875,3381.6669921875
2024-06-29 22:00:00+00:00,60949.53125,3382.669921875
2024-06-29 22:03:00+00:00,60918.56640625,3381.026123046875
2024-06-29 22:04:00+00:00,60923.95703125,3381.58837890625
2024-06-29 22:05:00+00:00,60925.98828125,3381.4140625
2024-06-29 22:06:00+00:00,60943.328125,3382.0849609375
2024-06-29 22:08:00+00:00,60952.8828125,3382.345703125
2024-06-29 22:09:00+00:00,60952.68359375,3382.3017578125
2024-06-29 22:12:00+00:00,60923.484375,3380.666259765625
2024-06-29 22:15:00+00:00,60906.3046875,3379.716796875
2024-06-29 22:17:00+00:00,60886.28125,3377.607177734375
2024-06-29 22:18:00+00:00,60880.3828125,3377.103515625
2024-06-29 22:20:00+00:00,60874.83984375,3376.933837890625
2024-06-29 22:21:00+00:00,60862.2890625,3376.48193359375
2024-06-29 22:24:00+00:00,60833.87890625,3374.918212890625
2024-06-29 22:27:00+00:00,60863.96484375,3375.798583984375
2024-06-29 22:29:00+00:00,60862.96875,3375.858642578125
2024-06-29 22:30:00+00:00,60869.64453125,3376.742919921875
2024-06-29 22:31:00+00:00,60870.41796875,3376.825439453125
2024-06-29 22:32:00+00:00,60874.41015625,3376.72412109375
2024-06-29 22:33:00+00:00,60873.26171875,3376.990966796875
2024-06-29 22:36:00+00:00,60870.32421875,3376.541015625
2024-06-29 22:39:00+00:00,60864.4921875,3375.8798828125
2024-06-29 22:41:00+00:00,60852.93359375,3375.661376953125
2024-06-29 22:42:00+00:00,60853.4765625,3375.827392578125
2024-06-29 22:43:00+00:00,60855.6328125,3375.87158203125
2024-06-29 22:44:00+00:00,60854.36328125,3375.5986328125
2024-06-29 22:45:00+00:00,60862.83203125,3376.037109375
2024-06-29 22:48:00+00:00,60838.39453125,3374.1162109375
2024-06-29 22:51:00+00:00,60818.9375,3371.5263671875
2024-06-29 22:53:00+00:00,60879.734375,3372.21728515625
2024-06-29 22:54:00+00:00,60868.8125,3370.40966796875
2024-06-29 22:56:00+00:00,60847.02734375,3369.552734375
2024-06-29 22:57:00+00:00,60860.78125,3370.51171875
2024-06-29 23:00:00+00:00,60856.953125,3370.645751953125
2024-06-29 23:03:00+00:00,60907.8046875,3373.5087890625
2024-06-29 23:05:00+00:00,60888.0703125,3372.373046875
2024-06-29 23:06:00+00:00,60873.6484375,3372.105712890625
2024-06-29 23:08:00+00:00,60906.56640625,3373.758056640625
2024-06-29 23:09:00+00:00,60909.74609375,3373.9951171875
2024-06-29 23:12:00+00:00,60927.2109375,3375.739501953125
2024-06-29 23:15:00+00:00,60926.84765625,3375.92138671875
2024-06-29 23:18:00+00:00,60925.6875,3375.8837890625
2024-06-29 23:20:00+00:00,60917.23828125,3375.28564453125
